Time_1Hz,17.T_Engine Room,18.T_Engine Room 2,19.T_Engine Room Surface,20.T_Fan Guard Around,21.T_NOx Sensor Down Under,1.T_Air,2.T_DP Sensor Surface Up,4.T_DP Sensor Surface Down,5.T_DP Sensor Surface In,6.T_DP Sensor Above,7.T_DP Sensor Under,8.T_NOx Sensor Up Above,9.T_NOx Sensor Up Surface,10.T_NOx Sensor Up Around,11.T_Reservoir Around Left,12.T_Reservoir Around Right,13.T_NOx Sensor Down Surface,14.T_NOx Sensor Down Around,15.T_DM Surface,16.T_DM Around
38.575881,69.87502861,73.104448,77.33760586,68.74036774,82.66178378,46.87632563,80.69794766,80.78522927,80.56702525,79.25780117,80.30518044,78.77775235,80.69794766,75.19920653,79.08323796,78.0794995,84.80018311,82.57450217,81.09071489,76.85755703
39.575881,69.87502861,72.84260319,77.33760586,68.69672694,82.66178378,47.09452964,80.69794766,80.82887007,80.61066606,79.25780117,79.91241321,78.0794995,80.69794766,75.11192493,78.99595636,78.12314031,83.70916304,82.53086137,81.09071489,76.90119783
40.575881,69.7004654,72.92988479,77.29396506,68.69672694,82.70542458,47.35637446,80.69794766,80.78522927,80.61066606,79.30144198,79.91241321,77.9922179,80.69794766,75.15556573,79.03959716,78.21042191,83.84008545,82.44357977,81.09071489,76.94483864
41.575881,69.7004654,72.79896239,77.33760586,68.65308614,82.66178378,47.53093767,80.69794766,80.78522927,80.65430686,79.43236439,80.04333562,78.0358587,80.69794766,75.11192493,79.17051957,78.21042191,84.84382391,82.48722057,81.09071489,76.94483864
42.575881,69.6568246,72.79896239,77.42488746,68.65308614,82.66178378,47.57457847,80.69794766,80.74158846,80.61066606,79.30144198,80.04333562,78.21042191,80.69794766,75.06828412,79.08323796,78.16678111,85.23659113,82.48722057,81.09071489,76.90119783
43.575881,69.7004654,72.84260319,77.42488746,68.69672694,82.61814298,47.48729686,80.61066606,80.69794766,80.47974365,79.03959716,79.73785,78.34134432,80.61066606,75.06828412,79.21416037,78.34134432,85.36751354,82.48722057,81.04707408,76.85755703
44.575881,69.7004654,72.88624399,77.46852827,68.56580453,82.57450217,47.48729686,80.61066606,80.69794766,80.47974365,78.99595636,79.82513161,78.16678111,80.61066606,74.98100252,79.34508278,78.34134432,85.36751354,82.44357977,81.04707408,76.81391623
45.575881,69.61318379,72.88624399,77.42488746,68.56580453,82.57450217,47.61821927,80.56702525,80.61066606,80.43610285,78.99595636,79.91241321,78.12314031,80.61066606,74.98100252,79.51964599,78.34134432,85.28023194,82.35629816,81.00343328,76.90119783
46.575881,69.56954299,72.79896239,77.38124666,68.56580453,82.48722057,47.48729686,80.56702525,80.61066606,80.43610285,78.90867475,79.78149081,77.9922179,80.56702525,74.89372091,79.34508278,78.25406271,85.28023194,82.39993896,81.09071489,76.81391623
47.575881,69.48226139,72.92988479,77.29396506,68.52216373,82.48722057,47.22545205,80.52338445,80.56702525,80.39246204,78.95231556,79.82513161,78.12314031,80.61066606,74.89372091,79.38872358,78.0794995,85.32387274,82.35629816,81.00343328,76.72663462
